TID,KR,EN,TW,JP
ANNIVERSARY_CUP_RANKING_REWARD_1,황금 다이아 10000 + 전용 동굴 지급 + 드래곤 알 선택권+장신구 선택권 + 정령 6성 확정 뽑기권,"10,000 Gold-dia + Exclusive Cave + Dragon Egg Ticket + Accessory Ticket + 6 Star Ticket","黃金鑽石 10,000 + 專屬洞窟提供 + 龍蛋選擇券 + 飾品選擇券 + 精靈 6 星確定召喚券",
ANNIVERSARY_CUP_RANKING_REWARD_2,황금 다이아 5000 + 드래곤 알 선택권 + 장식선택권(코드 발급) + 정령 5성 확정 뽑기권,"5,000 Gold-dia + Dragon Egg Ticket + Skin Ticket (Code) +5 Star Ticket","黃金鑽石 5,000 + 龍蛋選擇券 + 裝飾選擇券（兌換碼發放）+ 精靈 5 星確定召喚券",
ANNIVERSARY_CUP_RANKING_REWARD_3,황금 다이아 3000,"3,000 Gold-dia",黃金鑽石 3000,
ANNIVERSARY_CUP_RANKING_REWARD_4,황금 다이아 2000,"2,000 Gold-dia",黃金鑽石 2000,
ANNIVERSARY_CUP_RANKING_REWARD_5,황금 다이아 1000,"1,000 Gold-dia",黃金鑽石 1000,
ANNIVERSARY_CUP_RANKING_REWARD_6,황금 다이아 500,500 Gold-dia,黃金鑽石 500,
ANNIVERSARY_CUP_RANKING_RULE_CUP,1. 드래곤 컵은 매일 서바이벌로 진행되며\n1월 28일부터 2월 1일까지 진행합니다.\n2. 상위 1024위까지 참가할 수 있습니다.\n3. 매일 상위 50%의 테이머만 생존합니다.\n4. 랭킹 점수는 17:00시에 초기화됩니다.\n5. 마지막 날인 2월 1일 24:00시에 기록된 순위에 따라\n보상을 지급합니다.,1. The Dragon Cup runs from Jan 28 to Feb 1.\nTamers up to the 1024th place will participate.\n2. Tamers up to the 1024th place will participate.\n3. The top 50% are survived every day.\n4. Ranking is reset at 17:00.\n5. The prize will be given according to the ranking\nrecorded on Feb 1st at 24:00 (KST).,1. 龍之盃每日以生存戰形式進行，\n活動時間為 1 月 28 日至 2 月 1 日。\n可由前 1024 名玩家參加。\n每日僅前 50% 的馴獸師可存活並晉級。\n排名積分將於每日 17:00 重置。\n最終排名將以 2 月 1 日 24:00 時的紀錄為準，\n並依據排名發放獎勵。,
ANNIVERSARY_CUP_RANKING_RULE_FORW,상위 50% 인원이 자동으로 진출합니다.,The top 50% of the tamers will automatically advance.,前 50% 的玩家將自動晉級。,
ANNIVERSARY_CUP_RANKING_RULE_FREE,"1. 1월 22일부터 1월 27일까지 자유대전을 진행 합니다.\n2. 전투는 오후 6:00부터 자정 00:00까지 진행됩니다. \n3. 점수 획득 방식은 참가 점수 1점과 승리시 생존한 드래곤 숫자에 따라 1~3점의 추가 점수를 획득합니다.\n4. 동점자 발생시, 먼저 달성한 유저가 우선순위를 받습니다. \n5. 자유대전 종료 후 1위에서 1024위까지 드래곤 컵에 진출합니다.","1. Free battle runs from January 22 to January 27.\n2. The battle time is from 18 to 24.\n3. The tamer scores 1 pt for each entry, 1 to 3 extra points depending on the number of dragons surviving after the victory.\n4. If tied, the first achiever will have priority.\n5. 1st to 1024th tamer will advance to the Dragon Cup.",1. 1 月 22 日至 1 月 27 日 期間將進行自由對戰。\n2. 戰鬥時間為18:00 至 00:00。\n3. 積分獲得方式：參與戰鬥可獲得 1 分，獲勝時根據存活的龍數量可額外獲得 1~3 分。\n4. 若發生同分情況，則先達成的玩家優先排名。\n5. 自由對戰結束後，排名第 1 至 1024 名 的玩家將晉級至龍之盃。,
ANNIVERSARY_CUP_RULE,"1. 3마리의 드래곤을 설정하여 자유대전과 드래곤 컵에 참가합니다.\n2. 등록한 드래곤은 언제든지 변경할 수 있습니다.\n3. 드래곤을 모두 설정한 다음, 참가버튼을 눌러 3:3 TAG 매치를 진행합니다.\n   * 단, 자유 대전 종료 이후에는 드래곤 컵 진출자만 참여하실 수 있습니다.","1. Select 3 Dragons to set the deck and join the Dragon Cup and Free battle.\n2. Tamer can change the deck anytime.\n3. Set up all the dragons, then press the button to start 3:3 tag match.\n* Only qualified tamers are allowed to join the event after the Free battle.",1. 設定3 隻龍後，即可參加自由對戰與龍之盃。\n2. 已登錄的龍可隨時更換。\n3. 設定完 3 隻龍後，點擊參加按鈕，即可進行 3:3 TAG 對戰。\n *但自由對戰結束後，僅晉級至龍之盃的玩家可繼續參賽。,
ANNIVERSARY_DRAGON_SETTING_DISABLE,드래곤 설정을 끝까지 마쳐주세요.,Complete the setting and save it.,請完成龍的設定。,
ANNIVERSARY_EVENT_KEY,8주년 기념 열쇠,8th Key,8週年紀念鑰匙,
ANNIVERSARY_FEVER_TIME_END,피버타임이 종료되었습니다.,Fever time is over.,狂熱時間已結束。,
ANNIVERSARY_FORTUNE_COOKIE,포춘쿠키,Cookie,幸運餅乾,
ANNIVERSARY_FORTUNE_COOKIE_MAX_OPEN,%s님이 최고 레벨 포춘쿠키에서 %s,%s %s from top level cookie.,%s 在最高等級的幸運餅乾中獲得 %s,
ANNIVERSARY_MISSION_ALERT,*드래곤컵 미션은 01/22~27 기간에 만 포인트를 획득하실 수 있습니다.,* Dragon Cup mission is available to get the points from Jan/22 to Jan/27.,* 龍之盃任務僅可在 01/22 ~ 27 期間獲得積分。,
ANNIVERSARY_OPENPOCKET_NAME,LV. %d\n포춘쿠키,LV. %d\nCookie,LV. %d\n幸運餅乾,
ANNIVERSARY_POCKET_WARNING_1,아직 뽑을수 없습니다.,Can't pick it out yet.,還不能抽取。,
ANNIVERSARY_POCKET_WARNING_2,1레벨 복주머니 상태에서만 개봉할수 있습니다.,It can only be opened when in Level 1 lucky bag state.,只能在 1 等級福袋狀態下開啟。,
ANNIVERSARY_SETTING_RULE,"1. 주어진 드래곤을 자유롭게 사용할 수 있습니다.\n2. 주어진 모두 POINT를 이용하여, 선택한 드래곤의 HP, ATK, DEF 수치를 설정합니다.\n3. POINT는 HP = 4, ATK = 1, DEF = 1씩 필요합니다.\n4. 원하는 장신구와 물약,정령,젬을 사용할 수 있습니다.\n5. 모든 설정을 마친 후, 저장하기를 눌러 드래곤의 설정 정보를 저장합니다. \n* 모든 설정을 완료해야 저장을 할 수 있습니다.","1. Tamers can choose from among the dragons given.\n2. Use ALL points to set the HP, ATK, DEF of the selected dragon.\n3. HP require 4 points and ATK, DEF require 1 point.\n4. The tamers are allowed to use any of the accessoris, spirits. gems given.\n5. After all the settings are complete, press button to save.\n* All settings must be completed before you can save them.",1. 可以自由使用指定的龍。\n2. 使用所有指定的 POINT，設定所選龍的 HP、ATK、DEF 數值。\n3. 每個數值需要的 POINT 為：HP = 4，ATK = 1，DEF = 1。\n4. 可以使用所需的裝飾品、藥水、精靈和寶石。\n5. 完成所有設定後，按下保存按鈕以保存龍的設置信息。\n6. 必須完成所有設定才能保存。,
AnniversaryPocket_13,누적된 보상이 우편으로 발송되며\n포춘쿠키의 레벨이 초기화 됩니다.,"Cumulative reward will be sent to you \nmailbox, and your cookie level will be reset.",累積的獎勳將通過郵件發送\n而幸運餅乾的等級將被重置。,
AnniversaryPocket_16,포춘쿠키 레벨이 초기화 됩니다.,Cookie level have reset.,幸運餅乾的等級將被重置。,
appDownload,앱을 다운받으면 다이아 %d개 지급,"Download app, and %d Diamonds will be given",下載遊戲可以獲得 %d個鑽石,
appNewVersion,앱스토어에서 신규버전으로 다운받아주세요.,Please download a new version from the App Store.,請從應用程式商店下載最新版本。,
ARCHA_BOOSTER_DESC,아르하 전투에서 승리시 인장을 소모하여 두 배의 보상을 획득합니다.,AUTO CONSUMED FOR DOUBLE REWARDS,在阿爾哈戰鬥中獲勝後，消耗印章以獲得雙倍獎勳。,
ARCHA_BOOSTER_NAME,빛의 인장,Light crest,光之印章,
ARCHA_GEM_UPGRADE_CONFIRM,정말 합성하시겠습니까?,Are you sure to upgrade?,您確定要合成嗎？,
ARCHA_GEM_UPGRADE_EMPTYGEM,합성할 젬을 선택해 주세요.,SELECT THE GEMS,請選擇要合成的寶石。,
ARCHA_GEM_UPGRADE_FAIL,젬 합성에 실패하였습니다.\n원본 젬 1개를 제외한 모든 재료 아이템이 소멸되었습니다.,Gem upgrade is failed.\nAll items except one jewel were disappeared.,寶石合成失敗。\n除了原本的寶石外，所有材料道具已消失。,
ARCHA_GEM_UPGRADE_GEM,<red>%s</red> 젬을 등록 하시겠습니까?,Do you want to upgrade\n<red>%s</red> Gem?,您確定要註冊 <red>%s</red> 寶石嗎？,
ARCHA_GEM_UPGRADE_MAX,재료를 최대 갯수까지 등록합니다.\n등록하시겠습니까?,Set the booster to maximum\nDo you want to set?,將註冊材料至最大數量。\n您確定要註冊嗎？,
ARCHA_GEM_UPGRADE_MIN,등록한 재료를 모두 꺼내시겠습니까?,Do you want to remove all booster item?,您確定要取出所有註冊的材料嗎？,
ARCHA_GEM_UPGRADE_RATE,젬 합성 성공 확률은 최대 100% 입니다.,Maximum success rate of Gem Upgrade is 100%,寶石合成成功機率最高為100%。,
ARCHA_GEM_UPGRADE_SUCCESS,축하합니다!  젬 합성을 성공하였습니다!,Congratuation! Gem upgrade succeeded.,恭喜！寶石合成成功！,
ARCHA_GEM_UPGRADE_WARNNING,합성 실패시\n원본 젬 1개를 제외한 모든 재료아이템은\n소멸하며 복구할 수 없습니다.,All booster and 2 Gems will be disappear\nwhen it fails to upgrade.,合成失敗時，\n除了原本的寶石之外，\n所有材料道具將消失，且無法恢復。,
ARCHA_QUEST_1,다크베인을 무찌르고 아르하의 기운을 수집하자.,Defeat Dark vein and collect the force of Archa.,擊敗暗影使者，收集阿爾哈的氣息吧。,
ARCHA_QUEST_2,수집 작업이 완료됐는지 확인하자,Check collecting is done,讓我們確認收集任務是否已完成吧。,
ARCHA_QUEST_3,아르하로 이동하자,Go to Archa,讓我們前往阿爾哈吧。,
ARCHA_QUEST_4,주변을 수색하자.,Search the neighborhood.,搜尋周圍區域,
ARCHA_QUEST_5,몬스터를 쓰러뜨리자.,Defeat a monster.,擊敗怪物吧。,
ARCHA_QUEST_6,G스컬을 쓰러뜨리자.,Defeat G-Skull,擊敗G骷髏吧。,
ARCHA_QUEST_7,G스컬의 몬스터를 쓰러뜨리자 (%d/10),Defeat Monsters of G-Skull.(%d/10),擊敗G骷髏的怪物（%d/10）吧。,
ARCHA_QUEST_8,꿈의 세계로 돌아가자,Go back to Dreamland,讓我們回到夢之世界吧。,
ARCHA_QUEST_9,페르시온 부스러기를 모아서 전초기지로 돌아가자. (%d/30),Collect persion debris and go back to base camp. (%d/30),收集佩爾西翁碎片，然後回到前哨基地吧。（%d/30）,
ARCHA_QUEST_10,고대신룡의 상처를 살펴보자.,Take a look at God dragon.,一起檢視古代神龍的傷口吧。,
ARCHA_QUEST_11,하늘왕국의 왕궁을 찾아가자.,Go to Sky Realm,一起前往蒼空帝國的王宮吧。,
ARCHA_QUEST_12,지부장님의 뒤를 쫓아가자.,Follow the manager.,一起跟隨地區負責人的腳步吧。,
ARCHA_QUEST_13,고대의 탑 꼭대기의 메가 코브라를 무찌르자,Defeat Mega cobra at the top of ancient tower.,擊敗古代之塔頂端的巨型眼鏡蛇吧。,
ARCHA_QUEST_14,드래곤 슬레이어에게 덤벼보자,Challenge to Dragon Slayer.,向屠龍者挑戰吧。,
ARCHA_QUEST_15,드래곤 슬레이어에게...... 덤벼보자,Chall....enge to Dragon Slayer.,向屠龍者……挑戰吧。,
ARCHA_QUEST_16,알현실로 이동하자.,Go to Sky Realm,讓我們前往接見廳吧。,
ARCHA_QUEST_17,장신구에 인챈트 승계를 하고 드래곤 슬레이어에게 승리하자.,Hand over the enchantment to another Accessory and defeat Dragon Slayer.,將附魔傳承到裝飾品上，並擊敗屠龍者吧。,
ARCHA_QUEST_18,드래곤 슬레이어를 제압하라,Defeat Dragon Slayer again.,擊敗屠龍者吧。,
ARCHA_QUEST_19,아르하의 입구로 이동하자.,Go to the Gate of Archa.,讓我們前往阿爾哈的入口吧。,
ARCHA_QUEST_20,빛의 봉인지의 몬스터 퇴치(%d/10),Defeat monsters at Land of light (%d/10),光之封印地的怪物討伐（%d/10）,
ARCHA_QUEST_21,헬카이저의 그림자를 물리쳐라,Defeat shadow of Hell Kaiser,擊敗地獄凱撒的陰影吧。,
ARCHA_QUEST_22,고대신룡의 상처를 보여주자,Show him God Dragon.,讓我們展示古代神龍的傷口吧。,
ARCHA_QUEST_23,헬카이저의 그림자를 물리쳐라,Defeat the shadow of Hell Kaiser,擊敗地獄凱撒的陰影吧。,
ARCHA_QUEST_24,불의 봉인지로 이동,Go to the Land of fire.,前往火之封印地吧。,
ARCHA_QUEST_25,G스컬을 무찌르자.,Defeat G-Skull,擊敗G骷髏吧。,
ARCHA_QUEST_26,드래곤 슬레이어를 제압하자.,Suppress Dragon Slayer.,擊敗屠龍者吧。,
ARCHA_QUEST_27,불의 봉인지를 조사하자.,Search the Land of fire.,讓我們調查火之封印地吧。,
ARCHA_QUEST_28,땅의 봉인지를 조사하자.,Search the Land of earth,讓我們調查大地之封印地吧。,
ARCHA_QUEST_29,헬카이저의 그림자를 물리쳐라,Defeat the Shadow of Hell Kaiser.,擊敗地獄凱撒的陰影吧。,
ARCHA_QUEST_30,어둠의 봉인지를 조사하자.,Search the Land of darkness.,讓我們調查黑暗之封印地吧。,
ARCHA_QUEST_31,습격한 몬스터를 퇴치하자 (%d/15),Defeat the monsters (%d/15),擊敗襲擊的怪物（%d/15）,
ARCHA_QUEST_32,물의 봉인지를 조사하자,Search the Land of water.,讓我們調查水之封印地吧。,
ARCHA_QUEST_33,몬스터를 퇴치하자 (%d/10),Defeat the monsters (%d/10),擊敗怪物（%d/10）,
ARCHA_QUEST_34,몬스터를 퇴치하자 (%d/20),Defeat the monsters (%d/20),擊敗怪物（%d/20）,
ARCHA_QUEST_35,헬카이저를 무찌르자,Defeat Hell Kaiser.,擊敗地獄凱撒,
ARCHA_QUEST_36,헬카이저를 무찌르자,Defeat Hell Kaiser.,擊敗地獄凱撒,
ARCHA_QUEST_37,헬카이저를 무찌르자,Defeat Hell Kaiser.,擊敗地獄凱撒,
ARCHA_QUEST_38,드래곤 슬레이어를 무찌르자,Defeat Dragon Slayer.,擊敗屠龍者,
ARCHA_QUEST_39,렉스톤의 이야기를 듣자,Focus on Rexton's story.,聆聽雷克斯頓的故事,
ARCHA_QUEST_40,드래곤 연구소에서 진각성 알아보기.,Understand about Jin-awakening at the Dragon lab.,在龍之研究所了解真覺醒吧。,
ARCHA_QUEST_41,아르하로 떠나기,Go to Archa.,前往阿爾哈吧。,
ARCHA_QUEST_42,빛의 봉인지에서 부활회복제 30개와 회피 물약 20개 모아오기,Collect 30 Resurrection potions and 20 EVAD Drinks at the Land of light.,在光之封印地收集復活回復劑 30 顆和閃避藥水 20 顆吧。,
ARCHA_QUEST_43,바람의 봉인지에서 방어의 젬 5개와 방어 물약 20개 모아오기,Collect 5 DEF gems and 20 DEF Drinks at the Land of wind.,在風之封印地收集防禦寶石 5 顆和防禦藥水 20 顆吧。,
ARCHA_QUEST_44,불의 봉인지에서 크리티컬의 젬 5개와 크리티컬 물약 20개 모아오기,Collect 5 CRIT gems and 20 CRIT Drinks at the Land of earth.,在火之封印地收集暴擊寶石 5 顆和暴擊藥水 20 顆吧。,
ARCHA_QUEST_45,땅의 봉인지에서 체력의 젬 5개와 체력 물약 20개 모아오기,Collect 5 HP gems and 20 HP Drink at the Land of earth.,在大地之封印地收集生命寶石 5 顆和生命藥水 20 顆吧。,
ARCHA_QUEST_46,어둠의 봉인지에서 장신구 5개 모아오기,Collect 5 accessories at the Land of darkness.,在黑暗之封印地收集裝飾品 5 顆吧。,
ARCHA_QUEST_47,물의 봉인지에서 공격의 젬 5개와 공격 물약 20개 모아오기,Collect 5 ATK gems and 20 ATK Drinks at the Land of water.,在水之封印地收集攻擊寶石 5 顆和攻擊藥水 20 顆吧。,
ARCHA_QUEST_48,증명의 탑 최상층의 헬카이저를 무찌르자,Defeat Hell Kaiser at the top of the tower.,擊敗證明之塔最頂層的地獄凱撒吧。,
ARCHA_QUEST_49,헬카이저를 무찌르자,Defeat Hell Kaiser,擊敗地獄凱撒吧。,
ARCHA_QUEST_55,일단 꿈의 세계에서 렉스톤을 잡아오자.,"First, go get Rexton from Dreamland",先在夢之世界捕捉雷克斯頓吧。,
ARCHA_QUEST_56,빛의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (%d/5),Search the land of lights and find trace of goddess. (%d/5),在光之封印地探險並尋找女神的痕跡（%d/5）吧。,
ARCHA_QUEST_57,바람의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (%d/5),Search the land of wind and find trace of goddess. (%d/5),在風之封印地探險並尋找女神的痕跡（%d/5）吧。,
ARCHA_QUEST_58,불의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (%d/5),Search the land of fire and find trace of goddess. (%d/5),在火之封印地探險並尋找女神的痕跡（%d/5）吧。,
ARCHA_QUEST_59,땅의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (%d/5),Search the land of earth and find trace of goddess. (%d/5),在土之封印地探險並尋找女神的痕跡（%d/5）吧。,
ARCHA_QUEST_60,어둠의 봉인지를 탐험하며 여신의 흔적을 찾아보자. (%d/5),Search the land of darkness and find trace of goddess. (%d/5),在暗之封印地探險並尋找女神的痕跡（%d/5）吧。,
