﻿TID,KR,EN,TW,JP
astarothCounterAttackScenario0_32,우리 외에 아무도 없는 것을 확인하고 근처 나무에 지쳐 쓰러졌다.,"Seeing that we were alone, Nelson fell rest on the near tree.",他確認周圍除了我們之外沒有人後，便疲憊地倒在附近的樹下了。,
astarothCounterAttackScenario0_33,뭐야! 무슨 일이 있길래. 그렇게 급하게 빠져나온 거예요?!,What's the matter?,怎麼了！到底發生了什麼事，竟然急匆匆地逃出來？！,
astarothCounterAttackScenario0_34,뭔가… 위험한 것이라도 있던 건가요?,Seen some dangerous monster?,是危險的事嗎？,
astarothCounterAttackScenario0_35,넬슨은 머뭇거리다가 자신의 품에 있는 조각을 내밀었다,Nelson took out a piece of a sculpture.,奈爾森猶豫了一下，然後將自己懷中的碎片拿了出來。,
astarothCounterAttackScenario0_36,심하게 파손된 조각은 어떠한 형태의 파편인지 구별하기 어렵다,"Chipped into bits, it was impossible to tell what kind of sculpture it was.",那塊嚴重破損的碎片，已經難以分辨它原本的樣子了。,
astarothCounterAttackScenario0_37,하지만 희미하게 남아있는 마력의 강함은 기묘한 느낌을 들게 했다,But the faint hint of magical power in the carving was nothing ordinary.,然而，微弱的殘留著的魔力強度，卻給人一種奇異的感覺。,
astarothCounterAttackScenario0_38,이 녀석 때문이지. 바람의 신전을 탐험하던 중 얻었어.,I've been searching the Wind Temple because of this.,正是因為這個東西。在探索風之神殿時，我得到了它。,
astarothCounterAttackScenario0_39,하지만… 어떤 용도인지는 밝혀내지 못했어.,"But, couldn't find any trail of what it's for.",但是…我還沒弄清楚它的用途是什麼。,
astarothCounterAttackScenario0_40,이 물건이 우리가 도망친 것과 무슨 관련이 있는 건가요?,So what's all this ruckus of running for?,這個物品和我們剛才逃脫的事情有什麼關聯？,
astarothCounterAttackScenario0_41,…그래. 이 물건을 줍고 몇 시간 뒤 주변에 몬스터들이 몰려들었어.,"After I've attained this carving, Monsters were swarming in.",…是的。撿到這個物品幾個小時後，周圍就開始聚集了怪物們。,
astarothCounterAttackScenario0_42,?!,?!,?!,
astarothCounterAttackScenario0_43,설마 몬스터들이 그 유물 조각을 노리고 있었단 건가요?!,Were the monsters also after this thing?,難道怪物們是盯上了那塊遺物碎片嗎？！,
astarothCounterAttackScenario0_44,섣부른 추측은 힘들지만… 우연이라고 하기에는 너무 잘 맞아떨어져.,"It was as if they were hypnothized, coming after this carving.",雖然這樣的推測應該不准，但…實在太過巧妙了吧。,
astarothCounterAttackScenario0_45,사실 몬스터들이 수시로 곳곳에 움직이고 있단 소문을 들었어.,I've heard rumors of monsters moving in packs as if they were searching for something.,其實我聽說過怪物們一直在四處活動的謠言。,
astarothCounterAttackScenario0_46,어쩌면 그 소문과 이 유물 조각은 큰 관련이 있는 것일지도 몰라.,That rumor just could be related to this thing.,也許那個謠言和這塊遺物碎片之間，真的有著很大的關聯。,
astarothCounterAttackScenario0_47,나는 넬슨에게 도와줄 것이 있는지 물었다,I asked Nelson what should be done now.,我問了問奈爾森，有沒有我能幫忙的地方。,
astarothCounterAttackScenario0_48,물론이지. 네가 도와준다면 일이 훨씬 수월해질 거야!,Help me unveil the mystery and I will share all I know.,當然有。如果你能幫忙，事情會變得更加順利！,
astarothCounterAttackScenario0_49,우선 [난파선]을 조사해줘. 그곳에 조각을 봤다는 소문을 들었으니까.,"First, go an search the [Wrecked Ship]. There should be a similar carving.",首先，請調查一下[船骸]。我聽說那裡有看到過碎片的謠言。,
astarothCounterAttackScenario0_50,나는 서둘러 [난파선]으로 발걸음을 옮겼다.,We started our way to the [Wrecked Ship].,我匆忙地朝[船骸]走去。,
astarothCounterAttackScenario1_0,우선 나와 즈믄이 난파선의 우측을 살펴볼게!,Me and Zimon will search the right side.,那由我和吉蒙來檢查船骸的右側！,
astarothCounterAttackScenario1_1,너는 난파선의 좌측을 10회정도 살펴봐 줘. 다 살펴보면 서로 만나자고.,You go and seach the left then we will meet up again.,你檢查一下船骸的左側，大約檢查10次。檢查完後我們再會合。,
astarothCounterAttackScenario1_2,나는 알겠다고 답했다.,I noded.,我回答說知道了。,
astarothCounterAttackScenario1_3,누리와 즈믄이 시야에서 멀어진다. 슬슬 움직이는 게 좋겠어!,Nuri and Zimon is on their way. Let's move out.,諾莉和吉蒙逐漸從視線中消失了。該開始動作了！,
astarothCounterAttackScenario1_4,딱히 특별한 것은 보이지 않는다.,Hmm... I don't see anything similar.,似乎沒有看到什麼特別的東西。,
astarothCounterAttackScenario1_5,날도 어두워지는 것 같으니 이만 돌아가는 게 좋….,It's getting dark. I should head back.,天色似乎也開始變暗了，還是回去比較好……,
astarothCounterAttackScenario1_6,?!,?!,?!,
astarothCounterAttackScenario1_7,발밑에 무언가 걸리는 것이 있다.,I feel something beneath.,腳下似乎卡住了什麼東西。,
astarothCounterAttackScenario1_8,넬슨이 가졌던 것과 비슷해 보이는 조각이다.,This carving looks like what Nelson had.,這似乎是一塊和奈爾森擁有的那塊碎片相似的物品。,
astarothCounterAttackScenario1_9,역시 희미한 마력이 남아있다. 이번 소문과 무슨 연관이 있는 걸까?,"Yes, the same hint of magical power.",果然，仍然殘留著微弱的魔力。這次的謠言和它有什麼關聯呢？,
astarothCounterAttackScenario1_10,멀리서 몬스터의 괴성이 들려온다!,Monster crys from a far.,遠處傳來了怪物的咆哮聲！,
astarothCounterAttackScenario1_11,저건?,Huh??,那是?,
astarothCounterAttackScenario1_12,숫자가 너무 많아!!,That's too many to handle. Let's get out of here.,太多數字了!,
astarothCounterAttackScenario1_13,일단 도망치자!,Run!,我們先逃!!,
astarothCounterAttackScenario1_14,나는 누리와 즈믄의 곁으로 뛰어갔다,I ran towards Nuri and Zimon.,我迅速跑向諾莉吉蒙蒙的身邊。,
astarothCounterAttackScenario1_15,뭐야! 어디서 놀고 있던 거야!!,You are late!,怎麼了！你們在哪裡玩！！,
astarothCounterAttackScenario1_16,짜증은 나중에 부리라고! 우선은 이곳을 피하자!!,Leave the comlaints to later. We should run.,待會再說！現在先逃離這裡吧！！,
astarothCounterAttackScenario1_17,다행이야. 몬스터들이 더는 쫓아오지 않는 것 같아.,Phew. There's no more monsters after us.,還好，怪物們好像沒再追來了。,
astarothCounterAttackScenario1_18,나는 누리와 즈믄에게 무슨 일이 일어났었는지 물었다,I asked what happened to Nuri and Zimon.,我問了諾莉和吉蒙發生了什麼事情。,
astarothCounterAttackScenario1_19,"나도 몰라! 갑자기 ""네놈들이! 조각을 숨겼군!!"" 하면서 공격했다고!!","I don't know. They just attacked saying ""You've hidden the pieces!""",我也不知道！突然聽到「是你們！藏起了碎片！」然後就開始攻擊了！！,
astarothCounterAttackScenario1_20,넬슨 씨가 가졌던 조각과 비슷한 모양인 것 같은데….,That looks similar to what Nelson had.,這個看起來像是奈爾森先生擁有的那塊碎片…,
astarothCounterAttackScenario1_21,맞아. 네 손에 들고 있는 생김새 였….,"Yeah, that in your hand.",沒錯。長的就像你手裡拿的那個…。,
astarothCounterAttackScenario1_22,…….,......,......,
astarothCounterAttackScenario1_23,…….,......,......,
astarothCounterAttackScenario1_24,…….,......,......,
astarothCounterAttackScenario1_25,"하, 하여튼… 놈들이 그 조각을 노리는 것 같았어!","Anyways, they were definitely after that carving.",哈，總之…看來他們盯上了那塊碎片了！,
astarothCounterAttackScenario1_26,그래도 다행이네. 녀석들의 손에 넘어가지 않아서.,Yeah... good thing we still have it.,還是幸好啊，沒讓那塊碎片落入他們手中。,
astarothCounterAttackScenario1_27,그럼… 바로 넬슨 씨에게 가보자.,Let's head back to Nelson.,那麼…我們立刻去找奈爾森先生吧。,
astarothCounterAttackScenario1_28,이 수수께끼를 풀 사람은 넬슨 씨 말고 없을 테니!,Nelson should know what to tell us.,解開這個謎題的人，除了奈爾森先生之外，沒有人了！,
astarothCounterAttackScenario1_29,나는 고개를 끄덕였다,I noded.,我點了點頭。,
astarothCounterAttackScenario2_0,우리는 넬슨에게 난파선에서 발견한 조각을 보여주었다,We give Nelson what we've found in the ship.,我們把在船骸發現的碎片展示給奈爾森看。,
astarothCounterAttackScenario2_1,내가 주었던 파편과 비슷하게 생겼군. 어디 한번….,Looks just like this one. Let's see...,這和我給你的碎片很像呢。讓我來看看……,
astarothCounterAttackScenario2_2,하나인 것처럼 합쳐졌어!,It's been merged!,合體成一個了！,
astarothCounterAttackScenario2_3,대단해… 대체 뭐에 쓰는 물건이지?,Wow... what is this thing?,真了不起…究竟這是用來做什麼的呢？,
astarothCounterAttackScenario2_4,분명 파편의 무늬들은 분명 무언가를 알려주는 약도야.,The carving of the pieces are a guidance.,這些碎片上的圖案一定隱藏著某種提示。,
astarothCounterAttackScenario2_5,약도? 말하자면 지도 같은 건가요?!,A guidance? You mean like a map?,略圖？是在說像是地圖之類的東西嗎？！,
astarothCounterAttackScenario2_6,그렇지… 음? 잠깐! 이 그림은?!,Umm. Yes. Something like a map. Wait... this drawings.,對…嗯？等一下！這幅畫是？！,
astarothCounterAttackScenario2_7,넬슨은 놀란 얼굴로 서둘러 책장을 뒤적거렸다,Nelson searched through his books in surprise.,奈爾森一臉驚訝，開始急忙翻著書頁。,
astarothCounterAttackScenario2_8,"틀, 틀림없어! 이 그림 문양은!!",These marks are... definitely... I'm certain...,這、這絕對沒錯！這圖案的符號是！！,
astarothCounterAttackScenario2_9,넬슨은 꺼내 든 종이를 책상에 펼쳤다. 낡은 종이는 지도 같아 보인다,Nelson took out an old scroll which looked like a map.,奈爾森把拿出來的紙展開在桌上。舊紙看起來像是一張地圖。,
astarothCounterAttackScenario2_10,펜을 쥔 넬슨은 유물 조각의 그림대로 지도에 선을 그려 넣었다,Nelson laid out the drawings from the carvings on the map.,握著筆的奈爾森，根據遺物碎片上的圖案，在地圖上畫了一線條。,
astarothCounterAttackScenario2_11,"이, 이건?!",This... the drawing overlaps the map.,這、這是？！,
astarothCounterAttackScenario2_12,…선이 모두 하나의 장소로 이어져 있어!,The lines are directing to one place!,…這些線條都連接到了一個地方！,
astarothCounterAttackScenario2_13,역시… 예상대로 [하늘의 신전] 이야!!,As expected. It's leading us to the [Sky Temple]!,果然…正如預料，這是[天空神殿]！,
astarothCounterAttackScenario2_14,그 일을 겪은 후 나도 여러 곳을 조사했어.,I've researched that place numorous times.,經歷了那件事後，我也調查了許多地方。,
astarothCounterAttackScenario2_15,특히 [하늘의 신전] 에서 알 수 없는 몽롱한 힘을 느꼈지…!,[Sky Temple] surely has a mysterious atmosphere.,特別是在[天空神殿]，我感覺到了一股難以言喻的迷幻力量…！,
astarothCounterAttackScenario2_16,매우 위험한 일이 생길지도 몰라! 단단히 준비하고 가자!!,We are expecting trouble. Let's be prepared.,可能會發生非常危險的事情！我們一定要做好準備再出發！！,
astarothCounterAttackScenario2_17,어라? 그러고 보니 아리아는…?,Hmm? Where is Aria...? Is she not back yet?,咦？話說，艾莉亞呢…？,
astarothCounterAttackScenario2_18,음… 아리아는 아침에 약초를 구하러 [하늘의 신전]으로 갔어.,Aria went to the [Sky Temple] to gather herbs.,嗯…艾莉亞早上去[天空神殿]找藥草了。,
astarothCounterAttackScenario2_19,불안한 느낌이 든다. 어서 서두르는 게 좋겠어!!,I don't feel good about this. Let's hurry.,總覺得有些不安。趕緊動身吧！！,
astarothCounterAttackScenario2_20,빨리 [하늘의 신전]으로 가야 한다!!,We are going to the [Sky Temple].,我們得馬上去[天空神殿]！！,
astarothCounterAttackScenario2_21,우연히 물리친 [그린페어리]가 유물 조각을 보자 수상쩍은 움직임을 보였다,This [Green Fairy] is acting strangely after seeing the carvings.,我們偶然打敗的[綠妖精]在看到遺物碎片後，顯得有些可疑。,
astarothCounterAttackScenario2_22,무언가 이 조각에 대해 알고 있는 것이 분명하다,It must know something about the resent happenings.,它明顯對這塊碎片有所了解。,
astarothCounterAttackScenario2_23,나한테 맡겨! 아주 실토를 하게 만들어주지!,Leave it to me. I'll make you want to speak before I even ask.,交給我！我一定會讓它老實交代的！,
astarothCounterAttackScenario2_24,나~아~도 거들어볼까?!,I will assist.,我也來幫你們~~！,
astarothCounterAttackScenario2_25,히이이이익!!,Yiiiiikkkkk!,诶诶????,
astarothCounterAttackScenario2_26,무시무시한 협박 끝에 [그린페어리]에게 정보를 얻어냈다,I feel lucky to be on the same side as these two.,經過可怕的威脅，我終於從[綠妖精]那裡獲得了消息。,
astarothCounterAttackScenario2_27,아스타로트의 부하들이 [하늘의 신전]에 커다란 비석을 찾고 있다고 해.,Astaroth's subordinates have found a Tombstone in the [Sky Temple],亞斯她錄的手下正在尋找[天空神殿]裡的一塊巨大石碑。,
astarothCounterAttackScenario2_28,비석?,Tombstone?,石碑?,
astarothCounterAttackScenario2_29,나도 정확한 이유는 모르겠어. 다만 평범하지 않은 이유는 확실해!,"I don't know the details, but it sure wasn't something ordinary.",我也不清楚具體的原因，但可以確定這並非普通的原因！,
